customerNo,uniqueTranId,transactionDate,amount,description
37451680,KS4605875518,18-09-2025,2153.79,Fuel recharge
37452080,KT3802867555,18-09-2025,767.67,Fuel recharge
37451374,QY8787748361,18-09-2025,826.06,Electronics
37451546,BE6254372340,19-09-2025,2857.41,Miscellaneous
37451382,II3266103005,19-09-2025,4204.3,Medical expense
37451812,PK2134823029,19-09-2025,3923.1,Fuel recharge
37451415,NZ6787481678,18-09-2025,4986.56,Subscription
37451545,EI5535965709,19-09-2025,937.99,Medical expense
37451066,VQ2152423119,19-09-2025,3253.7,Utility payment
37452497,EZ7589764956,19-09-2025,3782.91,Utility payment
37452441,YT6725249964,19-09-2025,4992.46,Travel booking
37451758,AQ1218289851,18-09-2025,3070.21,Miscellaneous
37452371,IR1347727357,19-09-2025,244.32,Medical expense
37452493,LS5529186188,18-09-2025,4147.33,Fuel recharge
37452101,CU0210135708,19-09-2025,1876.49,Miscellaneous
37452144,IH9287290780,19-09-2025,4012.43,Restaurant bill
37451178,TI6337769082,18-09-2025,3079.25,Medical expense
37451402,OG6848836779,18-09-2025,4603.75,Subscription
37452431,PT6468088730,19-09-2025,2431.66,Subscription
37451921,VC5830149064,19-09-2025,4651.82,Travel booking
37452334,SR0550185342,18-09-2025,2755.43,Electronics
37451514,VG0063060785,19-09-2025,3197.8,Travel booking
37452222,WT0627160139,18-09-2025,4367.1,Utility payment
37452474,AA4258354881,18-09-2025,1354.15,Miscellaneous
37452189,JQ5461674140,19-09-2025,2469.27,Miscellaneous
37452285,JY9198672655,18-09-2025,2777.17,Restaurant bill
37452298,DV1101466878,18-09-2025,2457.11,Fuel recharge
37451956,BD4824388140,19-09-2025,3857.31,Utility payment
37451775,NI2261705524,18-09-2025,3189.17,Medical expense
37451685,XE5492380520,18-09-2025,3183.05,Online shopping
37451263,XD8718768485,19-09-2025,1437.31,Medical expense
37452258,SM0906556961,19-09-2025,4307.89,Medical expense
37452019,DC7534901414,18-09-2025,779.54,Electronics
37451396,GI5305583566,18-09-2025,2412.69,Fuel recharge
37451102,LJ2996219737,18-09-2025,910.06,Electronics
37451099,TR7765227628,19-09-2025,3620.49,Miscellaneous
37451386,UY6045277164,18-09-2025,3538.23,Restaurant bill
37451076,VF5448480279,18-09-2025,3257.04,Subscription
37451730,HG8177529179,18-09-2025,3164.85,Electronics
37451781,WL4746609604,18-09-2025,4836.56,Subscription
37451365,LK1316995148,18-09-2025,3485.77,Electronics
37451878,TB3967448609,19-09-2025,323.35,Online shopping
37451295,EK7453424714,19-09-2025,795.26,Miscellaneous
37451491,DK4249622012,19-09-2025,1643.48,Electronics
37451212,NM9736565004,19-09-2025,2622.34,Restaurant bill
37451303,NZ0425830309,19-09-2025,835.51,Miscellaneous
37451688,CM0266579976,18-09-2025,1745.01,Medical expense
37451543,IC5042888987,18-09-2025,3116.15,Subscription
37451550,YS4519641681,18-09-2025,2011.23,Grocery purchase
37451939,II0925201929,19-09-2025,2120.2,Medical expense
37451847,JI7840926939,19-09-2025,3383.93,Travel booking
37452076,QC8339801619,19-09-2025,3381.54,Grocery purchase
37452122,AQ2937665087,19-09-2025,2770.95,Online shopping
37451940,ZV8009242464,19-09-2025,3189.13,Fuel recharge
37451055,YE0129779732,18-09-2025,3956.95,Subscription
37452410,ZG8297031922,18-09-2025,1191.38,Medical expense
37451159,EG7694394017,18-09-2025,4483.8,Electronics
37452390,VS9482688038,18-09-2025,4269.84,Grocery purchase
37451894,PS1417266153,19-09-2025,913.06,Fuel recharge
37451116,MI2523724528,18-09-2025,4721.27,Utility payment
37451268,DZ8624062926,19-09-2025,650.28,Online shopping
37451394,QT7406497478,19-09-2025,2815.94,Travel booking
37452107,EB7300295935,18-09-2025,2522.03,Grocery purchase
37452476,HJ7087660134,18-09-2025,4287.84,Restaurant bill
37452190,HR9137613363,18-09-2025,2430.23,Restaurant bill
37451000,DP6904381172,18-09-2025,4910.27,Fuel recharge
37452054,MH0349530835,19-09-2025,1333.18,Medical expense
37451089,NV2384543235,19-09-2025,2573.9,Grocery purchase
37451871,JM0496727105,19-09-2025,2174.14,Miscellaneous
37452301,DL2735680723,18-09-2025,511.23,Fuel recharge
37452214,CY2780752478,18-09-2025,734.42,Subscription
37451452,BX3153187877,19-09-2025,851.18,Fuel recharge
37451766,ZR7272193292,18-09-2025,2860.3,Online shopping
37451204,QX3651234220,19-09-2025,4305.36,Utility payment
37451624,WU8857348083,19-09-2025,1326.65,Travel booking
37452406,SS4264683688,18-09-2025,3183.29,Fuel recharge
37451848,OY2810678170,18-09-2025,1297.61,Online shopping
37451472,JI1355757292,19-09-2025,888.73,Fuel recharge
37452482,PW2448473420,19-09-2025,2222.2,Fuel recharge
37452152,NZ5359755164,18-09-2025,3900.7,Subscription
37451417,FA2405021257,18-09-2025,4627.77,Travel booking
37451922,KN4201127797,19-09-2025,352.05,Online shopping
37451410,OC1021767045,19-09-2025,2425.22,Subscription
37452262,TB5972460244,18-09-2025,4928.26,Fuel recharge
37452001,EV9003526502,19-09-2025,516.2,Restaurant bill
37451797,CD8672436684,19-09-2025,2116.87,Miscellaneous
37451883,BZ5434612292,18-09-2025,4792.26,Travel booking
37451063,EH2093115847,18-09-2025,1484.92,Online shopping
37451337,KX9847223324,19-09-2025,272.65,Online shopping
37452253,UJ6454586150,19-09-2025,1799.38,Subscription
37451053,BD3805531445,19-09-2025,4749.36,Online shopping
37451406,SV2105485041,18-09-2025,592.19,Medical expense
37451289,TQ3361888441,18-09-2025,389.81,Travel booking
37452207,OZ2279608175,19-09-2025,1233.97,Medical expense
37452257,HX6097615587,18-09-2025,2462.22,Electronics
37452463,RV6174240850,19-09-2025,3165.14,Utility payment
37452013,IR2240058878,19-09-2025,2898.85,Subscription
37451641,TJ3584801262,19-09-2025,53.18,Online shopping
37451256,NO5956196700,19-09-2025,4605.28,Travel booking
37451910,PU8480490304,19-09-2025,3351.62,Fuel recharge
37451759,TP7163983711,18-09-2025,2808.52,Subscription
37452017,CQ2875324475,19-09-2025,3132.03,Subscription
37452305,ZJ9277674278,18-09-2025,2248.14,Electronics
37452387,MU1664705742,18-09-2025,3254.19,Utility payment
37451054,DE0274583639,18-09-2025,1516.34,Subscription
37451149,EE8384557817,19-09-2025,678.38,Medical expense
37451216,YS5843534165,19-09-2025,4973.69,Medical expense
37452498,CI3787117491,19-09-2025,3317.27,Fuel recharge
37451595,RS4258289403,18-09-2025,1359.59,Grocery purchase
37451881,YW5810581240,19-09-2025,1921.83,Miscellaneous
37452434,ZU0331177904,19-09-2025,1690.53,Online shopping
37452276,OV1313212560,19-09-2025,4727.06,Subscription
37452293,JJ4441115437,19-09-2025,1816.22,Restaurant bill
37451474,WX4712575462,19-09-2025,3560.12,Travel booking
37451159,DI1922054548,19-09-2025,4435.96,Miscellaneous
37451408,QC8868326657,18-09-2025,1745.9,Electronics
37452451,CW7424456174,18-09-2025,1529.85,Online shopping
37452167,BR3716317501,19-09-2025,2428.05,Electronics
37451659,FY8596490355,18-09-2025,1562.74,Electronics
37452394,DD9908130830,19-09-2025,3720.61,Miscellaneous
37452479,VJ6857597085,18-09-2025,3222.68,Electronics
37451075,IK1761058854,18-09-2025,2697.44,Online shopping
37452490,VJ5484018710,19-09-2025,183.8,Grocery purchase
37451368,QM3517889514,19-09-2025,2662.53,Fuel recharge
37452427,ZS8604264006,18-09-2025,4925.47,Travel booking
37451718,SC2292539644,19-09-2025,2992.37,Grocery purchase
37451262,CR4810286519,19-09-2025,399.41,Utility payment
37451252,TM3750687155,18-09-2025,3102.74,Electronics
37452342,BL8025649168,19-09-2025,4896.06,Online shopping
37451053,RQ0629592199,18-09-2025,3727.5,Travel booking
37452032,BZ7148916576,19-09-2025,3393.39,Online shopping
37452041,UC2282156192,19-09-2025,3868.75,Medical expense
37451610,XO9048771338,19-09-2025,216.64,Online shopping
37451354,JK9083901151,18-09-2025,609.53,Electronics
37451899,PM5810516476,18-09-2025,1601.85,Electronics
37451748,KN3846034742,19-09-2025,605.68,Utility payment
37451396,UY5683505590,19-09-2025,1184.79,Medical expense
37451475,RM8910764714,19-09-2025,1120.49,Restaurant bill
37451459,EE3818028687,18-09-2025,919.69,Electronics
37451918,PB4613095053,18-09-2025,4644.91,Medical expense
37451862,YV9492899929,18-09-2025,3728.7,Medical expense
37451458,EU4489171249,18-09-2025,3345.17,Travel booking
37451264,NQ3306835718,19-09-2025,4490.86,Medical expense
37451133,NY0262039825,18-09-2025,3242.49,Subscription
37452104,ER1216521308,18-09-2025,2021.38,Restaurant bill
37452180,YZ5224339219,19-09-2025,4987.79,Online shopping
37452088,WS7901524043,19-09-2025,778.33,Subscription
37452116,YM2060107713,19-09-2025,864.65,Grocery purchase
37452107,IZ9412519228,18-09-2025,792.07,Utility payment
37451277,WB2206575443,19-09-2025,4464.59,Utility payment
37451544,IG3425331939,19-09-2025,2126.67,Subscription
37451031,NX2633572950,18-09-2025,3928.33,Grocery purchase
37451023,AT0447837078,19-09-2025,1786.15,Utility payment
37451396,ZR5484140214,18-09-2025,2816.06,Medical expense
37452299,JE3094935986,19-09-2025,4784.57,Online shopping
37451912,FZ5781277696,18-09-2025,1675.76,Utility payment
37452219,UD5664579079,19-09-2025,89.98,Subscription
37451809,SY9134352240,18-09-2025,3692.36,Fuel recharge
37451415,SF6727321800,19-09-2025,2283.95,Restaurant bill
37452245,TL2721631716,18-09-2025,2335.4,Medical expense
37451592,VE7009223179,19-09-2025,388.1,Restaurant bill
37451431,BS5865984710,19-09-2025,1237.53,Online shopping
37452000,DO9017782504,18-09-2025,3965.38,Grocery purchase
37451813,BI6573748099,18-09-2025,3923.11,Miscellaneous
37451887,SN0237215411,18-09-2025,1988.23,Medical expense
37451660,BY4778150779,18-09-2025,3097.49,Grocery purchase
37451600,AT1657159458,19-09-2025,4166.4,Travel booking
37451719,GN8517915129,18-09-2025,344.87,Subscription
37451977,RE3197710839,18-09-2025,4500.49,Fuel recharge
37452361,FJ9382192532,19-09-2025,4816.06,Restaurant bill
37452360,AG2768172060,19-09-2025,2179.59,Grocery purchase
37452108,RL8410867952,19-09-2025,1155.2,Electronics
37452444,YD7644315007,18-09-2025,4942.13,Electronics
37451130,DV0417017092,18-09-2025,248.72,Utility payment
37451312,IN3985537268,19-09-2025,1090.08,Restaurant bill
37452422,SX0680003097,18-09-2025,1055.23,Miscellaneous
37451968,CT1932580853,18-09-2025,1210.48,Restaurant bill
37452374,SP7747288478,19-09-2025,418.33,Grocery purchase
37451200,VD5646109720,19-09-2025,3874.65,Restaurant bill
37451113,BV6700649829,19-09-2025,2112.8,Grocery purchase
37452307,CC0518303862,19-09-2025,2157.32,Travel booking
37451900,UT9940340107,18-09-2025,4229.88,Subscription
37451384,DG3897486492,18-09-2025,4941.51,Grocery purchase
37452171,NQ3188782907,18-09-2025,3675.77,Utility payment
37452379,RT6877016041,19-09-2025,1515.17,Grocery purchase
37452421,HC3606204054,18-09-2025,3992.85,Restaurant bill
37452293,IM6324729369,18-09-2025,1912.26,Electronics
37451718,WI6247744748,19-09-2025,4679.81,Medical expense
37451405,ES2167968632,18-09-2025,3891.8,Travel booking
37452149,LC6923755829,18-09-2025,4062.09,Electronics
37451297,PS0425022922,19-09-2025,2114.93,Miscellaneous
37451480,ZV9829570601,18-09-2025,2777.17,Travel booking
37452116,KP3402485662,18-09-2025,3057.31,Restaurant bill
37451184,EL6865390775,18-09-2025,3001.33,Grocery purchase
37451019,DH1087035660,18-09-2025,2273.91,Online shopping
37451076,OE7758099009,18-09-2025,4543.69,Travel booking
37451539,ND3828393941,19-09-2025,635.27,Subscription
37452069,SN6867871327,19-09-2025,942.34,Miscellaneous
37451810,AE6232227456,18-09-2025,3817.44,Fuel recharge
37451575,IL5722845895,19-09-2025,1193.45,Restaurant bill
37452470,GM2462695705,19-09-2025,4547.93,Fuel recharge
37451521,MX3740629731,19-09-2025,3942.76,Travel booking
37451555,KK0286340850,18-09-2025,3748.09,Medical expense
37452236,WC5504435578,18-09-2025,3231.56,Restaurant bill
37451621,FA5233402153,18-09-2025,3655.47,Restaurant bill
37451791,QH1530908470,19-09-2025,1550.16,Travel booking
37451045,AF3885853967,18-09-2025,2856.97,Electronics
37452491,NJ7604702045,18-09-2025,4561.36,Electronics
37451601,WS2370763987,18-09-2025,128.08,Electronics
37451120,HC0378555685,18-09-2025,3470.77,Subscription
37451107,JL2479426122,18-09-2025,2791.06,Medical expense
37452013,GM1343868898,18-09-2025,727.38,Electronics
37451113,GN6679458962,19-09-2025,1827.53,Fuel recharge
37451700,OJ4020110882,18-09-2025,4490.48,Fuel recharge
37451840,CN9568593322,18-09-2025,1769.54,Grocery purchase
37452065,ZN1830622045,18-09-2025,857.5,Online shopping
37452252,YG8608925319,18-09-2025,4550.53,Utility payment
37452317,UX6030155515,18-09-2025,993.15,Miscellaneous
37451443,DP2684342072,19-09-2025,4820.58,Medical expense
37451914,UG0980809615,19-09-2025,2930.57,Electronics
37451487,EN4405652564,18-09-2025,4635.97,Utility payment
37451042,PG8911541347,18-09-2025,2799.03,Electronics
37451203,YW3872609704,18-09-2025,4308.01,Grocery purchase
37451239,YW9862691514,19-09-2025,3298.86,Medical expense
37451863,VW2094927573,19-09-2025,2871.38,Subscription
37452044,VW1107591347,19-09-2025,3636.69,Medical expense
37452491,SH0576702882,18-09-2025,4621.37,Fuel recharge
37452332,VC5875780476,19-09-2025,2865.6,Travel booking
37452166,IX5763369443,18-09-2025,4776.53,Medical expense
37451714,QC3837421804,19-09-2025,39.85,Utility payment
37451434,PR5140185243,19-09-2025,3575.83,Utility payment
37451344,NI1038823734,18-09-2025,1524.52,Travel booking
37452404,JI6800985007,19-09-2025,4224.32,Restaurant bill
37451674,NO6297460471,19-09-2025,2274.01,Online shopping
37451175,FL5456082961,18-09-2025,3477.3,Fuel recharge
37451365,TK8467089480,19-09-2025,2208.94,Travel booking
37451038,ZQ7491754915,18-09-2025,4036.7,Utility payment
37451564,IZ3418764483,19-09-2025,1225.03,Fuel recharge
37451913,RT5505999704,18-09-2025,4055.26,Fuel recharge
37451050,XK6015236390,19-09-2025,4666.18,Grocery purchase
37451892,WB9160641779,18-09-2025,2286.5,Miscellaneous
37451612,EF6435321334,19-09-2025,1272.27,Grocery purchase
37451665,PO1099303387,19-09-2025,1014.65,Subscription
37452000,AK3049200548,19-09-2025,2481.66,Grocery purchase
37452188,VX4627274052,18-09-2025,878.91,Medical expense
37452019,QX0394076064,18-09-2025,1074.12,Medical expense
37451659,MQ7540401662,18-09-2025,3355.67,Travel booking
37451153,VJ3722056916,18-09-2025,2280.95,Medical expense
37451610,JM6773024068,18-09-2025,2762.12,Fuel recharge
37451942,HE6124211289,18-09-2025,1618.49,Medical expense
37451673,HO9430262873,19-09-2025,2547.79,Electronics
37451354,HO3451295407,18-09-2025,1678.16,Travel booking
37451947,QA5314743954,18-09-2025,2518.49,Restaurant bill
37452114,LS9076538995,18-09-2025,4684.93,Travel booking
37452272,UF6414398925,19-09-2025,1044.14,Travel booking
37451811,XM9362308396,18-09-2025,2757.21,Fuel recharge
37451780,YW9693597389,18-09-2025,1282.68,Miscellaneous
37452026,TB2465459306,18-09-2025,3971.78,Electronics
37452395,GS1562435397,18-09-2025,3244.63,Electronics
37451961,IQ6871576899,18-09-2025,352.97,Online shopping
37452151,FI1296619062,18-09-2025,2501.53,Online shopping
37451850,NH5335673969,19-09-2025,2681.87,Utility payment
37451984,NF8725167317,19-09-2025,539.41,Grocery purchase
37451241,QW2535654235,19-09-2025,3601.01,Electronics
37451484,PD6668716139,19-09-2025,4660.39,Electronics
37451528,EA8452016144,19-09-2025,4257.59,Grocery purchase
37451594,FV1722982637,18-09-2025,2396.12,Restaurant bill
37451927,XV7682081703,18-09-2025,510.4,Fuel recharge
37451479,SA1886009144,18-09-2025,368.39,Subscription
37452070,BS6631197947,19-09-2025,2246.7,Restaurant bill
37452195,CP9471476305,18-09-2025,4343.89,Utility payment
37452145,HR9503409471,18-09-2025,455.32,Grocery purchase
37451337,WN6342205526,19-09-2025,314.62,Medical expense
37451567,PB9322650880,19-09-2025,379.35,Utility payment
37451863,VY3833038243,18-09-2025,4380.95,Fuel recharge
37451775,JE6688125760,19-09-2025,2609.4,Online shopping
37452345,ZU3459274300,19-09-2025,423.82,Medical expense
37451069,ZW4996317266,19-09-2025,2869.27,Medical expense
37451980,PA6315295826,19-09-2025,1882.39,Restaurant bill
37451343,SP2676305728,18-09-2025,2951.2,Subscription
37451573,HO5189641570,18-09-2025,4750.02,Miscellaneous
37451989,DE5190297093,18-09-2025,2454.34,Medical expense
37452144,CI5783894703,18-09-2025,146.0,Online shopping
37451141,IY2404851260,19-09-2025,1467.8,Utility payment
37451940,SI1956958438,18-09-2025,1847.97,Online shopping
37451133,IW1340173005,18-09-2025,872.85,Grocery purchase
37452045,NH8587512264,18-09-2025,17.99,Online shopping
37451584,TJ7568087867,18-09-2025,552.82,Online shopping
37451302,AL0649901277,18-09-2025,3139.98,Miscellaneous
37452189,OH0400681019,19-09-2025,4986.3,Travel booking
37452050,WK9682060701,19-09-2025,4467.44,Restaurant bill
37451116,TJ1348707134,18-09-2025,239.68,Subscription
37452327,KN7180748926,19-09-2025,4763.48,Online shopping
37452420,QA3263486714,19-09-2025,1295.3,Travel booking
37451964,HW1634541459,19-09-2025,1952.67,Online shopping
37452489,GK5390244377,18-09-2025,4766.05,Fuel recharge
37452010,CH0422464597,19-09-2025,2875.55,Fuel recharge
37452016,QP0277989670,19-09-2025,147.08,Online shopping
37451777,MH1549484745,18-09-2025,3104.82,Subscription
37451786,CY2309586431,19-09-2025,1055.79,Fuel recharge
37451955,HR6052062607,18-09-2025,48.04,Medical expense
37451356,JL9548625700,18-09-2025,1467.8,Restaurant bill
37451507,XA7005119938,19-09-2025,1574.31,Subscription
37452263,XI4558323583,18-09-2025,3854.28,Medical expense
37451741,LH9567369555,19-09-2025,351.32,Electronics
37451030,GB1181250649,18-09-2025,1991.71,Travel booking
37452188,BR0588563854,18-09-2025,505.91,Subscription
37452368,CY0183379965,19-09-2025,2316.88,Utility payment
37452479,YD1283133437,18-09-2025,2816.76,Utility payment
37451033,TW1815942190,19-09-2025,3609.84,Online shopping
37452281,OG5538314533,19-09-2025,3258.34,Grocery purchase
37452059,CE7289082519,19-09-2025,3693.22,Fuel recharge
37452036,SE3417680282,18-09-2025,297.45,Travel booking
37451077,BI0865407168,19-09-2025,4994.77,Online shopping
37451002,LG9282072191,19-09-2025,3741.37,Utility payment
37452259,HE7167078634,18-09-2025,3911.54,Online shopping
37451495,PP3456071719,19-09-2025,2000.68,Grocery purchase
37451308,BT4907507828,19-09-2025,1068.08,Medical expense
37451285,BJ0184300191,19-09-2025,3193.07,Electronics
37452294,BH8732315079,19-09-2025,3590.42,Fuel recharge
37452085,HX1144674794,18-09-2025,1513.91,Medical expense
37452402,EP3538984897,19-09-2025,1680.94,Travel booking
37451785,OU6412997022,18-09-2025,1617.73,Travel booking
37451549,VC2944786876,18-09-2025,2639.64,Fuel recharge
37452354,ZY5608021937,19-09-2025,4675.39,Restaurant bill
37451543,HB6181419635,19-09-2025,1946.31,Miscellaneous
37451603,KY6066057648,18-09-2025,2713.31,Electronics
37451207,GF9748353958,18-09-2025,758.02,Utility payment
37451356,VL9608091484,18-09-2025,1327.15,Electronics
37451936,DF0456932962,18-09-2025,2142.69,Fuel recharge
37451952,FE3609471097,19-09-2025,4560.32,Fuel recharge
37452272,BE8221985602,18-09-2025,2606.46,Medical expense
37452100,UC5938631528,18-09-2025,2861.34,Restaurant bill
37451368,GS6776271642,18-09-2025,2973.89,Electronics
37451005,HZ7086280863,19-09-2025,2450.82,Utility payment
37451573,KI2711464804,18-09-2025,2015.4,Online shopping
37451236,ZC1379808477,18-09-2025,148.68,Miscellaneous
37451127,PB0544098914,18-09-2025,1537.84,Subscription
37451666,JI8853230674,19-09-2025,848.08,Fuel recharge
37451173,QT9879890241,18-09-2025,1339.15,Medical expense
37452071,VV8399935689,18-09-2025,2209.76,Fuel recharge
37451008,PX6417898694,18-09-2025,2429.99,Electronics
37451398,HT9139106280,19-09-2025,4349.16,Medical expense
37451911,NQ3323918340,18-09-2025,3054.77,Miscellaneous
37452477,MB4595829827,18-09-2025,944.17,Travel booking
37452222,WA4903221401,19-09-2025,196.94,Subscription
37452040,OA4929973890,19-09-2025,1802.88,Travel booking
37451220,HP2370339928,18-09-2025,4357.94,Fuel recharge
37451682,FD8599826320,19-09-2025,2235.08,Travel booking
37451539,FH9491024060,19-09-2025,913.61,Grocery purchase
37451061,GC8147492144,18-09-2025,3726.59,Miscellaneous
37451967,EY3030486888,18-09-2025,1486.6,Restaurant bill
37451749,JY9818449390,19-09-2025,3516.05,Medical expense
37451208,MP1907595331,19-09-2025,2472.62,Medical expense
37451435,DJ2873707314,18-09-2025,431.89,Online shopping
37451970,BL5849578360,18-09-2025,1982.3,Utility payment
37451279,BR0305049307,19-09-2025,1848.12,Restaurant bill
37451666,SL4134270213,19-09-2025,4300.58,Medical expense
37451609,MA7641742340,19-09-2025,2849.9,Electronics
37452046,UJ7680600097,19-09-2025,356.68,Online shopping
37452191,KW5472368771,19-09-2025,3924.88,Electronics
37451918,VY8587607550,19-09-2025,4416.3,Fuel recharge
37451636,GS5474584724,19-09-2025,825.75,Travel booking
37451714,VT2475285680,18-09-2025,1773.91,Fuel recharge
37451554,VM0429032254,19-09-2025,4389.76,Restaurant bill
37451549,BF7548489009,18-09-2025,485.34,Fuel recharge
37452352,LB8451846414,18-09-2025,1018.08,Fuel recharge
37451825,MO0830029189,19-09-2025,1317.51,Fuel recharge
37452419,OF5485201347,19-09-2025,4745.32,Miscellaneous
37451392,OM5674584692,19-09-2025,985.32,Restaurant bill
37451635,HP5857837092,18-09-2025,2503.13,Medical expense
37451534,EM2817498259,19-09-2025,1536.15,Restaurant bill
37451072,LK5431514788,18-09-2025,2401.07,Grocery purchase
37451958,PS0057489644,19-09-2025,4330.6,Medical expense
37452350,PN7168816456,18-09-2025,3502.0,Electronics
37451541,JT5540829284,18-09-2025,265.31,Electronics
37452115,EQ9308019935,18-09-2025,3636.24,Subscription
37452125,IV8568874659,19-09-2025,3663.91,Utility payment
37452043,EJ9165527233,19-09-2025,2161.31,Utility payment
37451074,AZ9888599142,19-09-2025,4394.85,Utility payment
37452376,TU0606231254,18-09-2025,4090.8,Travel booking
37452318,QZ6553815966,18-09-2025,4072.05,Medical expense
37451427,VS0655662054,19-09-2025,209.2,Medical expense
37451028,HG2637939450,19-09-2025,572.07,Medical expense
37451741,BV6489147824,18-09-2025,2214.11,Fuel recharge
37451684,SY7913670495,19-09-2025,3881.26,Fuel recharge
37452463,PW2806959109,18-09-2025,3351.19,Medical expense
37451712,AH3109426365,19-09-2025,1830.59,Utility payment
37451081,YE1868479441,19-09-2025,3241.53,Grocery purchase
37451230,CF6586489603,19-09-2025,4452.5,Travel booking
37451109,SO9733580810,19-09-2025,1466.82,Subscription
37451292,SD9578381335,18-09-2025,4010.49,Subscription
37451727,QZ3766324581,19-09-2025,3629.38,Miscellaneous
37452086,OK3178645451,19-09-2025,4996.71,Utility payment
37451255,SY2663071110,18-09-2025,1985.61,Miscellaneous
37451072,YH6897883016,18-09-2025,3161.39,Travel booking
37451087,BN1839735644,18-09-2025,1656.86,Subscription
37451897,DH8634937113,19-09-2025,1669.0,Miscellaneous
37451242,JL4682051227,18-09-2025,37.66,Fuel recharge
37451203,TF4180919155,18-09-2025,244.12,Subscription
37451087,JQ3114068622,18-09-2025,623.9,Miscellaneous
37451831,GN1783854307,18-09-2025,3533.7,Travel booking
37452179,MV5743816663,19-09-2025,4158.91,Fuel recharge
37452279,ZW6373777565,18-09-2025,271.5,Utility payment
37452295,RJ3512752428,18-09-2025,1899.87,Restaurant bill
37452307,TE9413320494,18-09-2025,3302.46,Online shopping
37452477,XI8072344327,18-09-2025,3242.99,Travel booking
37451828,YB0598496323,18-09-2025,3673.86,Utility payment
37452038,ZI8129496179,19-09-2025,1559.74,Restaurant bill
37451698,AX7976304435,19-09-2025,1280.74,Medical expense
37451139,ID7202174884,19-09-2025,4355.88,Utility payment
37451138,DK2499815709,18-09-2025,2515.67,Subscription
37452280,AD8930023332,18-09-2025,2160.0,Travel booking
37451539,PJ3806088152,18-09-2025,3094.12,Restaurant bill
37452355,EK1936751958,19-09-2025,3951.96,Restaurant bill
37451663,DE1924766055,18-09-2025,3682.75,Medical expense
37451985,XD4099345599,19-09-2025,242.26,Utility payment
37451285,CH7929784932,19-09-2025,4565.0,Grocery purchase
37451970,PT9245074622,18-09-2025,4004.2,Medical expense
37451060,GI1226035174,18-09-2025,4385.56,Online shopping
37452185,LR2082501175,18-09-2025,1078.35,Miscellaneous
37451689,AC7618388712,19-09-2025,4085.11,Grocery purchase
37451877,BS6072248232,18-09-2025,2588.22,Utility payment
37452196,WZ5895295876,19-09-2025,1826.29,Restaurant bill
37451832,IR3373165087,19-09-2025,1466.23,Fuel recharge
37452459,VP7773485326,19-09-2025,3019.7,Miscellaneous
37451688,UJ4745992516,18-09-2025,766.21,Utility payment
37452442,SC9607147853,18-09-2025,2225.91,Travel booking
37451105,JO6893684677,18-09-2025,4799.97,Subscription
37451852,XN1147770620,18-09-2025,2561.39,Utility payment
37451913,ZE8153398858,19-09-2025,4604.35,Utility payment
37451827,AA8244206130,19-09-2025,4086.24,Utility payment
37451470,SJ1947509614,19-09-2025,3227.74,Grocery purchase
37451430,CR0991571752,18-09-2025,4370.79,Fuel recharge
37451111,LA8123417213,18-09-2025,4647.66,Fuel recharge
37452154,JG3085772985,18-09-2025,46.21,Fuel recharge
37451159,PR0694008240,18-09-2025,2537.42,Restaurant bill
37451433,CX0151000841,18-09-2025,1138.6,Utility payment
37451001,VM2962249347,18-09-2025,152.56,Restaurant bill
37451637,WS3974542334,18-09-2025,2149.07,Miscellaneous
37451965,WA8424065323,18-09-2025,4503.2,Travel booking
37452065,FB4331659548,19-09-2025,4840.83,Online shopping
37451798,NG1603200697,18-09-2025,4770.57,Subscription
37451062,WY3580892540,18-09-2025,4394.01,Restaurant bill
37451520,FF6739383340,19-09-2025,720.47,Grocery purchase
37451740,XP7633101204,19-09-2025,1674.33,Electronics
37451334,OP1145730684,18-09-2025,653.38,Medical expense
37451445,NT4751197200,19-09-2025,12.22,Travel booking
37451310,FO3559216538,19-09-2025,241.65,Subscription
37451096,OS5567419019,18-09-2025,3328.05,Electronics
37451867,DD6299881725,19-09-2025,2063.99,Online shopping
37451912,LU6496717894,18-09-2025,4601.16,Utility payment
37452108,MT0402459732,18-09-2025,3940.96,Medical expense
37451724,ON4762231075,18-09-2025,306.93,Restaurant bill
37452421,TH3481713833,18-09-2025,702.64,Travel booking
37451246,WO9415773160,19-09-2025,3826.87,Online shopping
37451723,LA8289238517,19-09-2025,2757.62,Online shopping
37451125,KZ1214264187,19-09-2025,112.08,Restaurant bill
37451544,BE6459759565,19-09-2025,1553.28,Grocery purchase
37451979,GI2962895363,19-09-2025,1813.3,Grocery purchase
37451867,CF8703779516,19-09-2025,2609.25,Fuel recharge
37451782,XD3695305987,19-09-2025,4217.81,Subscription
37451355,RG5535790466,19-09-2025,1898.98,Grocery purchase
37451153,QU4912682747,19-09-2025,3125.44,Miscellaneous
37451778,DL2464752173,19-09-2025,4284.79,Subscription
37451088,WE0964457966,18-09-2025,1006.58,Miscellaneous
37451243,OP1984192797,18-09-2025,1455.27,Electronics
37451823,CX9020457979,19-09-2025,4649.11,Electronics
37452342,VE5218059419,19-09-2025,1226.22,Fuel recharge
37452480,NO4665790262,19-09-2025,251.14,Subscription
37451369,KQ2698645480,18-09-2025,897.12,Fuel recharge
37451293,HR9902043208,18-09-2025,4442.47,Miscellaneous
37451876,HW2115612808,18-09-2025,16.0,Restaurant bill
